CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Escriturador;CNPJ_Escriturador;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email;Data_Inicio_Atuacao;Data_Fim_Atuacao
13.009.717/0001-46;2020-01-01;2;99020;BCO ESTADO DE SERGIPE S.A. - BANESE;BANCO DO ESTADO DE SERGIPE S.A.;13.009.717/0001-46;Endereço da Sede;Rua Olímpio de Souza Campos Júnior;31;Inácio Barbosa;Aracaju;SE;Brasil;49040840;;79;32181684;;;;ri@banese.com.br;1977-07-20;
13.217.485/0001-11;2020-01-01;2;99243;Grupo SBF S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus - Prédio Amarelo;2 andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849469;;;;mauricio.tempeste@bradesco.com.br;2017-11-01;
13.457.942/0001-45;2020-01-01;2;95232;RIVA 9 EMPREENDIMENTOS IMOBILIÁRIOS S.A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;011;24974529;;011;27973750;adriana.souza@itau-unibanco.com.br;2020-06-15;
13.574.594/0001-96;2020-01-01;1;94731;BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500, 3º andar;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27405837;;11;27405837;escrituracaoacoes@itau-unibanco.com.br;;
13.584.310/0001-42;2020-01-01;1;108769;SUGOI S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3500;3º andar;Vila Olímpia;São Paulo;SP;Brasil;04538132;;011;30726168;;;;flavia.holanda@itau-unibanco.com.br;2016-04-22;2017-12-31
13.788.120/0001-47;2020-01-01;1;90580;ELEKEIROZ S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;DSMC - SSCO - Gerência de Escrituração - Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;1992-05-20;
14.110.585/0001-07;2020-01-01;3;98412;MÉLIUZ S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;;;;;;escrituracaorendavariavel@itau-unibanco.com.br;2020-08-18;
14.191.427/0001-29;2020-01-01;3;100276;GranBio Investimentos S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, n.º 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;40043131;;;;atendimentoescrituracao@itauunibanco.com.br;2020-07-31;
14.388.334/0001-99;2020-01-01;3;98934;PARANA BCO S.A.;Itau Corretora de Valores S.A;61.194.353/0001-64;Endereço da Sede;Rua Santa Virgínia, 299 CA Tatuapé, Bloco B;Térreo;Tatuapé;São Paulo;SP;Brasil;03084000;;11;27402139;;11;27402139;escrituracaorendavariavel@itau-unibanco.com.br;2007-03-05;
14.776.142/0001-50;2020-01-01;3;100562;WESTWING COMÉRCIO VAREJISTA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27405837;;11;27405837;escrituracaoacoes@itau-unibanco.com.br;2020-12-01;
14.785.152/0001-51;2020-01-01;4;102164;HBR Realty Empreendimentos Imobiliários S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, Prédio Amarelo;1º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36844522;;11;36845645;dac.escrituracao@bradesco.com.br;2020-08-14;
14.882.295/0001-81;2020-01-01;2;95782;OCEANA OFFSHORE S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus, s/nº, Prédio Amarelo;;Vila Yara;Osasco;SP;Brasil;;;011;36844522;;011;36845645;bradescocustodia@bradesco.com.br;2020-07-20;
15.073.274/0001-88;2020-01-01;4;103616;PPLA PARTICIPATIONS LTD.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus s/n;N.A.;Vila Yara;Osasco;SP;Brasil;06029900;;11;36842811;;11;36842811;4010.acecustodia@bradesco.com.br;2012-02-27;
15.101.405/0001-93;2020-01-01;1;90724;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;Itaú Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Avn Engenheiro Armando de Arruda Pereira;707;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291809;;11;50291920;gercina.bueno@itau-unibanco.com.br;2002-01-01;
15.115.504/0001-24;2020-01-01;1;90501;TRONOX PIGMENTOS DO BRASIL S/A;Itau Corretora de Valores S.A;61.194.353/0001-64;Endereço da Sede;AV. BRIGADEIRO FARIA LIMA 3400;10 ANDAR;ITAIM BIBI;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50297780;marcio.conde@itau-unibanco.com.br;1990-02-01;
15.139.629/0001-94;2020-01-01;2;91166;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Banco do Brasil S.A;00.000.000/0001-91;Endereço para Correspondência;Rua Lelio Gama, n° 105;30° andar;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083687;;21;38083687;aescriturais@bb.com.br;2001-08-21;2020-02-20
15.139.629/0001-94;2020-01-01;2;91166;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Virgínia 299, prédio B;Térro;Tatuapé;São Paulo;SP;Brasil;03084010;;0000;30039285;;0011;30039285;escrituracaoacoes@itau-unibanco.com.br;2020-02-21;
15.141.799/0001-03;2020-01-01;2;95731;CIA FERRO LIGAS DA BAHIA - FERBASA;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus - Prédio Amarelo;2º andar;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36842811;4010.acoes@bradesco.com.br;2016-12-01;
15.144.017/0001-90;2020-01-01;3;99952;CIA SEGUROS ALIANCA DA BAHIA;Itau Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, Nº 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;40010020;;011;27402597;;011;27973140;escrituracaorendavarial@itau-unibanco.com.br;1997-04-21;
15.527.906/0001-36;2020-01-01;1;93631;BIOSEV S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500,;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;30039285;;011;30039285;atendimentoescrituracao@itau-unibanco.com.br;2013-03-22;
15.578.569/0001-06;2020-01-01;3;99786;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3400;10 andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27974128;;11;27973140;rosane-aparecida.silva@itau-unibanco.com.br;2012-06-27;
15.675.715/0001-11;2020-01-01;2;98291;Housi S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3500;3º andar, parte;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;;2020-08-31;
16.233.389/0001-55;2020-01-01;2;100177;Lojas Le Biscuit S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3400;10º andar;Vila Olímpia;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50297780;investfone.investimento@itau-unibanco.com.br;2017-12-19;
16.404.287/0001-55;2020-01-01;2;93899;SUZANO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av.Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;32745007;investfone.investimento@itau-unibanco.com.br;1993-01-01;
16.590.234/0001-76;2020-01-01;3;98920;AREZZO INDÚSTRIA E COMÉRCIO S.A.;Itau Corretora de Valores Mobiliários S.A.;61.194.353/0001-64;Endereço da Sede;Rua Brigadeiro Faria Lima, n° 3400,;10º Andar;Itaim;São Paulo;SP;Brasil;04538132;;011;50297780;;11;50297780;investfone.investimento@itau-unibanco.com.br;2010-12-08;
16.614.075/0001-00;2020-01-01;1;91435;DIRECIONAL ENGENHARIA S.A.;Itau Corretora de Valores SA;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, 111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;24974529;;31;27973750;adriana.souza@itau-unibanco.com.br;2009-11-19;
16.670.085/0001-55;2020-01-01;2;99491;LOCALIZA RENT A CAR S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Av. Yara, Prédio Amarelo;s/n;Cidade de Deus;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36842811;dac.acecustodia@bradesco.com.br;2005-05-06;
16.811.931/0001-00;2020-01-01;2;98075;ALPHAVILLE S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Núcleo Cidade de Deus, s/nº;Prédio amarelo;Vila Yara;Osasco;SP;Brasil;06029900;;;;;;;dac.escrituracao@bradesco.com.br;2020-08-10;
16.922.038/0001-51;2020-01-01;2;98144;ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Boa Vista, 176;1º Subsolo;Centro;São Paulo;SP;Brasil;01092900;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;2020-09-28;
17.155.730/0001-64;2020-01-01;1;91924;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Av. Brigadeiro Faria Lima, 3400;10° andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;27971920;rosana.souza@itau-unibanco.com.br;2013-01-02;
17.162.082/0001-73;2020-01-01;1;91455;MENDES JUNIOR ENGENHARIA S.A.;Mendes Júnior Engenharia S.A.;17.162.082/0001-73;Endereço da Sede;Av. João Pinheiro, nº 39 , 15º andar,;Sala 153;Boa Viagem;Belo Horizonte;MG;Brasil;30130183;;31;21219920;;31;21219522;mendesjunior@mendesjuniorengenharia.com.br;2016-10-03;
17.167.396/0001-69;2020-01-01;1;91713;ALFA HOLDINGS S.A.;BANCO SANTANDER BRASIL S.A.;90.400.888/0001-42;Endereço da Sede;Rua Amador Bueno, 474;2° ANDAR;Santo Amaro;São Paulo;SP;Brasil;04752005;;11;35530685;;11;55386791;ccaresi@santander.com.br;1985-07-01;
17.167.412/0001-13;2020-01-01;2;94777;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;BANCO SANTANDER BRASIL S.A.;90.400.888/0001-42;Endereço da Sede;Rua Amador Bueno, 474;2° ANDAR;Santo Amaro;São Paulo;SP;Brasil;04752005;;11;35530685;;11;55386791;ccaresi@santander.com.br;1985-07-01;
17.184.037/0001-10;2020-01-01;2;94975;BCO MERCANTIL DO BRASIL S.A.;Banco Mercantil do Brasil S.A.;17.184.037/0001-10;Endereço da Sede;Rua Rio de Janeiro, 654;14º andar;Centro;Belo Horizonte;MG;Brasil;30160912;;31;30576234;;31;30576285;relacoescominvestidores@mercantil.com.br;1989-12-15;
17.193.806/0001-46;2020-01-01;1;91714;CONSORCIO ALFA DE ADMINISTRACAO S.A.;BANCO SANTANDER BRASIL S.A.;90.400.888/0001-42;Endereço da Sede;Rua Amador Bueno, 474;2° ANDAR;Santo Amaro;São Paulo;SP;Brasil;04752005;;11;35530685;;11;55386791;ccaresi@santander.com.br;1985-07-01;
17.245.234/0001-00;2020-01-01;1;94013;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, Prédio Branco, Bl. B - 1;;Cidade de Deus;Osasco;SP;Brasil;06029900;;11;36849441;;;;4010.acoes@bradesco.com.br;2007-01-02;
17.281.106/0001-03;2020-01-01;1;93459;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Itaú Unibanco S.A.;60.701.190/0001-04;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha;100;Torre Olavo Setubal;São Paulo;SP;Brasil;04344902;;11;27974526;;11;27973150;escrituracaoacoes@itau-unibanco.com.br;2013-01-01;
17.314.329/0001-20;2020-01-01;2;99771;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3400;10º andar;Jd. Paulistano;São Paulo;SP;Brasil;04538132;;5511;30039285;;5511;27973750;adriana.souza@itau-unibanco.com.br;2014-12-01;
17.344.597/0001-94;2020-01-01;5;99104;BB SEGURIDADE PARTICIPAÇÕES S.A.;BANCO DO BRASIL S.A.;00.000.000/0001-91;Endereço da Sede;Rua Lélio Gama, 105,;38º andar, Ed. SEDAN;Centro;Rio de Janeiro;RJ;Brasil;20031080;;21;38083715;;21;38086088;aescriturais@bb.com.br;2016-10-03;
17.346.997/0001-39;2020-01-01;1;95399;COSAN LOGISTICA S.A.;Itau Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3400;10 andar;Itaim;São Paulo;SP;Brasil;04538132;;11;30039285;;11;30039285;investfone@itau.com.br;2014-08-26;
18.328.118/0001-09;2020-01-01;3;99894;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, nº. 111;Prédio B, Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;;;;;;escrituracaorendavariavel@itau-unibanco.com.br;2020-02-21;
18.593.815/0001-97;2020-01-01;3;91785;PRINER SERVIÇOS INDUSTRIAIS S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria de Lima 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;27402568;;011;27402568;escrituracaoacoes@itau-unibanco.com.br;2017-10-02;
19.378.769/0001-76;2020-01-01;1;93440;INSTITUTO HERMES PARDINI S.A.;Itaú Corretora de Valores S.A;61.194.353/0001-64;Endereço da Sede;Av Brigadeiro Faria Lima 3.400;3º andar;Pinheiros;São Paulo;SP;Brasil;04538132;;11;30039285;;;;;2016-12-06;
19.688.956/0001-56;2020-01-01;1;93889;BIOTOSCANA INVESTMENTS S.A.;Itaú Unibanco S.A.;60.872.504/0001-23;Endereço da Sede;Rua Ururaí 111;Prédio B, Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;40044828;;11;40044828;dr.itau@itau-unibanco.com.br;2017-05-05;
19.726.048/0001-00;2020-01-01;1;93333;CONCESSIONÁRIA BR-040 S.A.;Itaú Unibanco S.A.;60.701.190/0001-04;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha nº 100;Torre Olavo Setúbal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;5521;50294249;;5521;50294249;escrituracaodeacoes@itau-unibanco.com.br;2014-08-06;
19.851.496/0001-35;2020-01-01;3;99791;LOGOS COMPANHIA SECURITIZADORA S/A;OLIVEIRA TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;36.113.876/0001-91;Endereço da Sede;Av. das Américas, 500.;Bloco 13 grupo 205;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640100;;21;35140000;;;;;2014-12-11;
19.853.511/0001-84;2020-01-01;1;94525;Notre Dame Intermédica Participações S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27405837;;11;27405837;escrituracaoacoes@itau-unibanco.com.br;2017-06-21;
20.247.322/0001-47;2020-01-01;4;99377;Allied Tecnologia S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538133;;055;1130039285;;;;atendimentoescrituracao@itau-unibanco.com.br;2020-09-09;
20.258.278/0001-70;2020-01-01;4;92836;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;Banco Bradesco S/A;60.746.948/0001-12;Endereço da Sede;Cidade de Deus;S/N;Vila Yara;Osasco;SP;Brasil;06029900;;011;36849441;;011;36843811;4010.acoes@bradesco.com.br;2018-01-02;
21.240.146/0001-84;2020-01-01;1;99404;AgroGalaxy Participações S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.400;10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50297780;;11;50297780;investfone.investimento@itauunibanco.com.br;2020-12-23;
21.262.638/0001-70;2020-01-01;1;94839;ENCALSO PARTICIPAÇÕES EM CONCESSÕES S/A;Itaú Corretora de Valores;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º Andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;11;30039285;itaucor@itau.unibanco.com.br;2015-06-15;
21.314.559/0001-66;2020-01-01;2;102880;MOVIDA PARTICIPACOES SA;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, sem nº;;Vila Yara;;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2015-12-02;
21.389.501/0001-81;2020-01-01;2;97272;Compass Gás e Energia S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 3.400;;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;50291925;;11;50291925;escrituracaorendavariavel@itau-unibanco.com.br;;
21.948.105/0001-47;2020-01-01;1;99900;BTGI QUARTZO PARTICIPAÇÕES S/A;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus;s/n. Predio Amarelo;Vila Yara;Osasco;SP;Brasil;06029900;;11;36819317;;11;36845645;4010.acoes@bradesco.com.br;2015-07-07;
21.976.510/0001-79;2020-01-01;1;99901;BTGI SAFIRA PARTICIPAÇÕES S/A;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus;s/n, Predio Amarelo;Vila Yara;Osasco;SP;Brasil;06029900;;11;36819317;;11;36845645;4010.acoes@bradesco.com.br;2015-07-07;
22.266.175/0001-88;2020-01-01;2;97862;FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL;Itaú Unibanco S.A.;60.701.190/0001-04;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha;Torre Itaúsa;São Paulo;São Paulo;SP;Brasil;04344902;;11;50297780;;11;27943933;investfone@itau.com.br;2010-01-01;
22.543.331/0001-00;2020-01-01;5;99362;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim;São Paulo;SP;Brasil;04538132;;;;;;;;2015-09-02;
23.236.821/0001-27;2020-01-01;2;98241;PATRIMAR ENGENHARIA S.A.;Itau Corretora de Valores SA;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;3.500, 3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;30726165;;011;30726165;ana.stringueta@itau-unibanco.com.br;2020-07-28;
23.373.000/0001-32;2020-01-01;6;102868;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, sem nº;-;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;2019-03-29;
23.438.929/0001-00;2020-01-01;3;98431;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaoacoes@itau-unibanco.com.br;2020-09-11;
24.230.275/0001-80;2020-01-01;3;97172;Plano & Plano Desenvolvimento Imobiliário S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaorendavariavel@itau-unibanco.com.br;2020-08-24;
24.624.551/0001-94;2020-01-01;3;94931;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;Itaú Corretora de Valores S.A;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;;2017-05-25;
24.962.466/0001-36;2020-01-01;1;95492;RUMO MALHA NORTE S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, 111;Prédio B;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974526;;11;27973150;escrituracaoacoes@itau-unibanco.com.br;2004-01-15;
24.990.777/0001-09;2020-01-01;3;99800;GRUPO MATEUS S.A.;Itau Corretora de Valores S. A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaorendavariavel@itau-unibanco.com.br;;
26.462.693/0001-28;2020-01-01;3;97806;Lavvi Empreendimentos Imobiliários S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3 andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27402139;;11;27402139;escrituracaorendavariavel@itau-unibanco.com.br;2020-07-07;
26.609.050/0001-64;2020-01-01;1;95299;TRAVESSIA SECURITIZADORA S/A;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3500;3 andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;27402919;;;;;2017-03-27;
26.659.061/0001-59;2020-01-01;2;99825;MPM Corpóreos S.A.;Itaú Corretora de Valores;61.194.353/0001-64;Endereço da Sede;Rua Ururaí, nº 111, Prédio B, Térreo;;Tatuapé;São Paulo;SP;Brasil;03084010;;11;30039285;;;;escrituracaocaoes@itau-unibanco.com.br;2020-12-15;
26.735.020/0001-02;2020-01-01;1;97640;Focus Energia Holding Participações S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;NUCLEO CIDADE DE DEUS;;VILA YARA;Osasco;SP;Brasil;06029900;;;;;;;;2020-10-07;
27.093.558/0001-15;2020-01-01;2;99280;MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Avenida Eng. Armando de Arruda Pereira, Torre Eudoro Villela;707- 10º ANDAR;Jabaquara;São Paulo;SP;Brasil;04344902;;11;50291942;;11;50291920;adriana.souza@itau-unibanco.com.br;2010-02-22;
28.127.603/0001-78;2020-01-01;2;95380;BANESTES S.A. - BCO EST ESPIRITO SANTO;Itaú Unibanco S.A.;60.701.190/0001-04;Endereço da Sede;Praça Alfredo Edydio de Souza Aranha, 100;Torre Olavo Setubal;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;11;30039285;;11;50291920;escrituracaoacoes@itau-unibanco.com.br;2014-07-14;
28.195.667/0001-06;2020-01-01;2;93567;BCO ABC BRASIL S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Ururaí,111;Prédio B - Térreo;Tatuapé;São Paulo;SP;Brasil;03084010;;11;27974128;;11;27974209;rosane-aparecida.silva@itau-unibanco.com.br;2007-05-17;
28.442.718/0001-57;2020-01-01;1;95528;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;Itaú Corretora de Valores S.A;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima 3500;3o andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;011;;;;;;2018-04-11;
29.780.061/0001-09;2020-01-01;1;93003;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Banco Itaú S.A.;60.701.190/0001-04;Endereço para Correspondência;Pça. Alfredo Egydio de Souza Aranha;100;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;011;50291925;;011;50291920;marcio.conde-souza@itau-unibanco.com.br;2006-09-28;
29.950.060/0001-57;2020-01-01;1;94462;NORTEC QUÍMICA S.A.;Itau Corretora de Valores S.A;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;3400 - 10º andar;Pinheiros;São Paulo;SP;Brasil;04538132;;011;27974592;;011;27974592;ana.stringueta@itau-unibanco.com.br;2012-12-05;
29.978.814/0001-87;2020-01-01;3;99801;SUL AMERICA S.A.;Itaú Corretora de Valores S/A;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima;nº 3400, 10º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;30039285;;;;investfone@itau-unibanco.com.br;2000-07-17;
30.213.493/0001-09;2020-01-01;1;100447;TEGRA INCORPORADORA S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima, 3.500;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;;;;;escrituracaoacoes@itau-unibanco.com.br;2020-01-01;
30.306.294/0001-45;2020-01-01;3;102871;BCO BTG PACTUAL S.A.;Banco Bradesco S.A.;60.746.948/0001-12;Endereço da Sede;Cidade de Deus, sem nº;-;Vila Yara;Osasco;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br;;
30.540.991/0001-66;2020-01-01;1;93082;HAGA S.A. INDUSTRIA E COMERCIO;ITAU CORRETORA DE VALORES S.A.;61.194.353/0001-64;Endereço para Correspondência;AV. BRIGADEIRO FARIA DE LIMA, 3400 - 10 ANDAR;PREDIO;ITAIM;São Paulo;SP;Brasil;04538132;;11;40043131;;11;50291721;itaucorretora@itau.com.br;1992-05-07;
31.553.627/0001-01;2020-01-01;2;99938;MOBLY S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Rua Boa Vista, 176;1º Subsolo;Centro;São Paulo;SP;Brasil;01092900;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br;2020-12-04;
31.701.408/0001-14;2020-01-01;1;100799;Athena Saúde Brasil S.A.;Itaú Corretora de Valores S.A.;61.194.353/0001-64;Endereço da Sede;Avenida Brigadeiro Faria Lima,3.500;3º andar;São Paulo;;SP;Brasil;05425070;;;;;;;;2021-03-09;
