CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Contato;Data_Inicio_Contato;Data_Fim_Contato;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
12.049.631/0001-84;2020-01-01;3;92267;MOURA DUBEUX ENGENHARIA S/A;Marcello Winik Dubeux;2020-03-30;;Endereço da Sede;AVENIDA ENGENHEIRO DOMINGOS FERREIRA, Nº 467;13º ANDAR PARTE;PINA;Recife;PE;Brasil;51011050;;81;30878919;;81;30878000;marcello.dubeux@mouradubeux.com.br
12.091.809/0001-55;2020-01-01;3;98701;3R Petroleum Óleo e Gás S.A.;Rodrigo Godoy;2020-08-31;;Endereço da Sede;Rua Visconde de Ouro Preto, 5;Sala 601;Botafogo;Rio de Janeiro;RJ;Brasil;22250180;;21;34755555;;;;ri@3rpetroleum.com.br
12.108.897/0001-50;2020-01-01;4;103593;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Marcus Vinicius P. H. Santos;2020-03-03;;Endereço da Sede;Avenida Ayrton Senna, nº 2.150;Bloco N, sala 306;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22775003;;21;40090270;;;;ri@d1000varejofarma.com.br
12.130.744/0001-00;2020-01-01;1;92307;TRUE SECURITIZADORA S.A.;Arley Custódio Fonseca;2020-03-31;;Endereço da Sede;Avenida Santo Amaro, 48;1º andar cj 12;Vila Nova Conceição;São Paulo;SP;Brasil;04506000;;11;30714475;;;;financeiro@truesecuritizadora.com.br
12.181.987/0001-77;2020-01-01;5;102226;Melnick Desenvolvimento Imobiliário S.A.;Maria Luiza dos Anjos Oliveira;2020-04-07;;Endereço da Sede;Rua Carlos Trein Filho, nº 551;N/A;Auxiliadora;Porto Alegre;RS;Brasil;90450120;;51;30169083;;;;ri@melnick.com.br
12.261.588/0001-16;2020-01-01;2;97775;POLO CAPITAL SECURITIZADORA S.A;MARIANO AUGUSTO CRISTÓVÃO DE ANDRADE;2015-04-30;;Endereço da Sede;Avenida Ataulfo de Paiva, 204;10º andar;Leblon;Rio de Janeiro;RJ;Brasil;22440033;;21;32059825;;;;ri-securitizadora@polocapital.com
12.300.288/0001-07;2020-01-01;2;97044;NORTE ENERGIA S.A.;Luiz Fernando Rolla;2020-04-24;;Endereço da Sede;Setor Comercial Norte, Quadra 4, Bloco B, 100;Salas 904 e 1004;Asa Norte;Brasília;DF;Brasil;70714900;;61;34102014;;;;ri@norteenergiasa.com.br
12.320.349/0001-90;2020-01-01;2;95173;OURINVEST SECURITIZADORA SA;José Eduardo Queiroz de Freitas;2019-10-14;;Endereço da Sede;Avenida Paulista, 1728;5 andar;Bela Vista;São Paulo;SP;Brasil;01310919;;0011;31468611;;0011;31468600;jose.freitas@ourinvest-re.com.br
12.489.315/0001-23;2020-01-01;1;95438;FERREIRA GOMES ENERGIA S.A.;Marcelo Patrício Fernandes Costa;2017-02-20;;Endereço da Sede;Rua Gomes de Carvalho, 1996, 15 andar;conjunto 151 sala H;Vila Olímpia;São Paulo;SP;Brasil;04547006;;11;45712400;;11;45712472;ri@alupar.com.br
12.528.708/0001-07;2020-01-01;4;104558;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Lais Cristina de Sa Bortolozzo Lima;2020-08-17;;Endereço da Sede;Av. José de Souza Campos, 1321;12° andar;Nova Campinas;Campinas;SP;Brasil;13025320;;19;37022209;;19;37022209;ri@aerisenergy.com.br
12.648.266/0001-24;2020-01-01;4;98073;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Isabella Cândida Ferreira de Lima;2020-02-17;;Endereço da Sede;Avenida Pacaembu;1.088;Pacaembu;São Paulo;SP;Brasil;01233000;;11;34295000;;;;ri@ambipar.com
13.009.717/0001-46;2020-01-01;2;99020;BCO ESTADO DE SERGIPE S.A. - BANESE;RHUAN DIAS DA MOTA COSTA;2018-08-01;;Endereço da Sede;Rua Olímpio de Souza Campos Júnior;31;Inácio Barbosa;Aracaju;SE;Brasil;49040840;;79;32184395;;;;ri@banese.com.br
13.017.462/0001-63;2020-01-01;2;100128;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Deborah Coutinho Gil Nunes;2019-09-03;;Endereço da Sede;Avenida Pasteur 110, 6º andar;;Botafogo;Rio de Janeiro;RJ;Brasil;22290040;;21;21229521;;;;deborah.nunes@energisa.com.br
13.217.485/0001-11;2020-01-01;2;99243;Grupo SBF S.A.;Daniel Regensteiner;2019-02-15;;Endereço da Sede;Rua Sumidouro, Edifício Birmann 21 - Portaria 2;S/N;Pinheiros;São Paulo;SP;Brasil;05428010;;11;25885000;;;;ri@gruposbf.com.br
13.457.942/0001-45;2020-01-01;2;95232;RIVA 9 EMPREENDIMENTOS IMOBILIÁRIOS S.A;Diretor de Relações com Investidores;2020-03-04;;Endereço da Sede;Rua dos Otoni;n. 177;Santa Efigênia;Belo Horizonte;MG;Brasil;30150270;;31;34315400;;31;34315400;ri@riva9.com.br
13.483.537/0001-00;2020-01-01;1;93772;BRASIL SECURITIZADORA S/A;Carlos Hugo Dequêch;2015-11-03;;Endereço da Sede;Rua Almirante Barroso, 507;;América;Joinville;SC;Brasil;89204200;;47;33735040;;47;33735040;dequech@brasilsec.com.br
13.574.594/0001-96;2020-01-01;1;94731;BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA;Clayton de Souza Malheiros;2017-10-16;;Endereço da Sede;Alameda Tocantins, nº 350, 10º andar;10º andar;Alphaville;Barueri;SP;Brasil;06455020;;11;23970320;;11;23970320;ri@burgerking.com.br
13.788.120/0001-47;2020-01-01;1;90580;ELEKEIROZ S.A.;Itaú Corretora de Valores S.A.;2017-01-30;;Endereço da Sede;Agência Especializada Acionistas - Rua Boa Vista, 176;1º Subsolo;Centro;São Paulo;SP;Brasil;01092900;;11;30039285;;;;escrituracaoacoes@itau-unibanco.com.br
14.110.585/0001-07;2020-01-01;3;98412;MÉLIUZ S.A.;Luciano Cardoso Valle;2020-09-21;;Endereço da Sede;Avenida do Contorno, nº 6594;Sala 701;Bairro Savassi;Belo Horizonte;MG;Brasil;30110044;;31;31956854;;;;ri@meliuz.com.br
14.110.585/0001-07;2020-01-01;3;98412;MÉLIUZ S.A.;Ofli Campos Guimarães;2020-09-01;2020-09-20;Endereço da Sede;Avenida do Contorno, nº 6594;Sala 701;Bairro Savassi;Belo Horizonte;MG;Brasil;30110044;;31;31956854;;;;ri@meliuz.com.br
14.191.427/0001-29;2020-01-01;3;100276;GranBio Investimentos S.A.;Leonardo Pereira;2020-08-20;;Endereço da Sede;Avenida Professor Almeida Prado 532;Prédio 50;Bionano;São Paulo;SP;Brasil;05508901;;5511;27390500;;;;falecomri@granbio.com.br
14.308.514/0001-13;2020-01-01;1;90456;PARTICIPAÇÕES INDUST. DO NORDESTE S.A.;Jenifer Rodrigues Tenório;2017-02-02;;Endereço da Sede;Praça Pio X nº 98;9º andar/parte;Centro;Rio de Janeiro;RJ;Brasil;20091040;;021;32323815;;021;22539775;admin@pin.com.br
14.388.334/0001-99;2020-01-01;3;98934;PARANA BCO S.A.;Adriana Gomes Souza Veiga (Itaú);2007-03-05;;Endereço da Sede;Rua Santa Virgínia, 299 CA Tatuapé, Bloco B;Térreo;Tatuapé;São Paulo;SP;Brasil;03084000;;11;27402139;;11;27402139;escrituracaorendavariavel@itau-unibanco.com.br
14.776.142/0001-50;2020-01-01;3;100562;WESTWING COMÉRCIO VAREJISTA S.A.;Eduardo Balbao Ribeiro De Oliveira;2020-11-27;;Endereço da Sede;Avenida Queiroz Filho, n° 1.700, Torre A salas 501, 502, 507;Torre B salas 305;Vila Hamburguesa;São Paulo;SP;Brasil;05319000;;11;35882000;;;;ri@westwing.com.br
14.785.152/0001-51;2020-01-01;4;102164;HBR Realty Empreendimentos Imobiliários S.A.;Luiz Henrique Peres;2020-08-25;;Endereço da Sede;Avenida Vereador Narciso Yague Guimarães, 1.145;2º andar;Jardim Armênia;Mogi das Cruzes;SP;Brasil;08780500;;11;47937555;;11;47937555;ri@hbrrealty.com.br
14.807.945/0001-24;2020-01-01;1;95395;SANSUY S.A. INDUSTRIA DE PLASTICOS;Sansuy S.A. Industria de Plásticos;2018-04-28;;Endereço da Sede;Rodovia Regis Bittencourt, 4981, KM 280;;Tingidor;Embu das Artes;SP;Brasil;06830900;;11;21392579;;11;47046313;investidores@sansuy.com.br
14.882.295/0001-81;2020-01-01;2;95782;OCEANA OFFSHORE S.A.;Rafael Passos Kirsten;2019-08-15;;Endereço da Sede;Travessa Braga nº2;N/A;Barreto;Niterói;RJ;Brasil;24110200;;21;26249300;;21;26249300;rafael.kirsten@grupocbo.com.br
14.998.371/0001-19;2020-01-01;1;92095;J. MACEDO S.A.;Rogeria Maria Machado da Cunha;2017-03-23;;Endereço da Sede;Rua Benedito Macêdo;79;Cais do Porto;Fortaleza;CE;Brasil;60180415;;85;40066000;;85;40066930;ri@jmacedo.com.br
15.101.405/0001-93;2020-01-01;1;90724;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;RODRIGO GOMES;2016-01-04;;Endereço da Sede;AVENIDA TANCREDO NEVES, 2359;SALA 1205;CAMINHO DAS ÀRVORES;Salvador;BA;Brasil;41820020;;71;21374606;;;;RODRIGO@CRCI.COM.BR
15.124.464/0001-87;2020-01-01;1;94601;BANCO ECONOMICO SA - EM LIQUIDAÇÃO EXTRAJUDICIAL;Natalicio Pegorini;2002-12-18;;Endereço da Sede;Rua da Argentina, 01, Edifício Argentina, 1º andar;;Comércio;Salvador;BA;Brasil;40015130;;71;32541207;;;;pegorini@economico.com.br
15.139.629/0001-94;2020-01-01;2;91166;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Vanessa Vollet Azevedo;2015-07-01;;Endereço da Sede;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;21;32359828;;21;32359876;ri@neoenergia.com
15.144.017/0001-90;2020-01-01;3;99952;CIA SEGUROS ALIANCA DA BAHIA;ANA CRISTINA MOREIRA PINTO;1999-12-10;;Endereço da Sede;Rua Pinto Martins;11;Comércio;Salvador;BA;Brasil;40015020;;071;36161013;;071;36161016;aliancadiretoria@alba.com.br
15.229.110/0001-05;2020-01-01;1;93833;CAPITALE SECURITIZADORA DE CRÉDITO S/A;Ricardo Prestes Mion;2013-11-08;;Endereço da Sede;Rua Paraná, n° 2902;sala 01;Centro;Cascavel;PR;Brasil;85810010;;45;32220343;;45;32220343;capitalecvm@gmail.com
15.377.572/0001-61;2020-01-01;1;108946;NASA SECURITIZADORA S.A.;Alexandro Elias Benedetti;2015-06-09;;Endereço da Sede;Avenida Isaac Povoas, 1177;Sala 1101;Centro;Cuiabá;MT;Brasil;78045440;;65;36240148;;65;30232945;alexandro@nasasec.com.br
15.413.826/0001-50;2020-01-01;2;100124;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Deborah Coutinho Gil Nunes;2019-09-03;;Endereço da Sede;Avenida Pasteur 110, 6º andar;;Botafogo;Rio de Janeiro;RJ;Brasil;22290040;;21;21229521;;;;deborah.nunes@energisa.com.br
15.527.906/0001-36;2020-01-01;1;93631;BIOSEV S.A.;Leonardo Oliveira D'Elia;2019-11-06;;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 1.355;11º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452919;;011;30925291;;011;30925373;ri@biosev.com
15.675.715/0001-11;2020-01-01;2;98291;Housi S.A.;Alexandre Elgarten Rocha;2020-08-19;;Endereço da Sede;Rua Gomes de Carvalho, n.º 1.108;18º andar;Vila Olímpia;São Paulo;SP;Brasil;04547004;;11;35884700;;11;35884700;investidores@housi.com.br
15.688.041/0001-90;2020-01-01;1;91978;MBK SECURITIZADORA SA;Marcus Amaro Oliveira Bitar Silva;2013-02-18;;Endereço da Sede;Rua Rio de Janeiro;1629;Lourdes;Belo Horizonte;MG;Brasil;30160042;;31;25339100;;31;25339100;marcus.bitar@mbkinvest.com.br
16.233.389/0001-55;2020-01-01;2;100177;Lojas Le Biscuit S.A.;Lukas Ribeiro e Ribeiro;2020-08-27;;Endereço da Sede;Avenida Mário Leal Ferreiro, n 1254;N/A;Brotas;Salvador;BA;Brasil;40285600;;71;32768000;;71;32768000;ri@lebiscuit.com.br
16.234.171/0001-15;2020-01-01;1;94799;METANOR SA METANOL DO NE;EMÍLIO SALGADO FILHO;1974-12-26;;Endereço da Sede;Rua Eteno, 1242;Pólo Petroquímico;COPEC;Camaçari;BA;Brasil;42816200;;71;36329325;;71;36329279;emilio@copenor.com.br
16.404.287/0001-55;2020-01-01;2;93899;SUZANO S.A.;Camila Silveira Martins Nogueira;2019-01-14;;Endereço da Sede;Av. Brigadeiro Faria Lima, 1355;7º andar;Pinheiros;São Paulo;SP;Brasil;01452919;;11;35039330;;11;35039046;ri@suzano.com.br
16.590.234/0001-76;2020-01-01;3;98920;AREZZO INDÚSTRIA E COMÉRCIO S.A.;Aline Ferreira Penna Peli;2018-05-22;;Endereço da Sede;Avenida Engenheiro Luiz Carlos Berrini, 105;3° andar;Itaim Bibi;São Paulo;SP;Brasil;04571010;;11;21324300;;11;38478971;ri@arezzo.com.br
16.614.075/0001-00;2020-01-01;1;91435;DIRECIONAL ENGENHARIA S.A.;Paulo Sousa;2012-01-01;;Endereço da Sede;Rua dos Otoni, 177;177;Santa Efigênia;Belo Horizonte;MG;Brasil;30150270;;5531;34315509;;5531;34315509;ri@direcional.com.br
16.670.085/0001-55;2020-01-01;2;99491;LOCALIZA RENT A CAR S.A.;Nora Mascarenhas Lanari;2012-11-08;;Endereço da Sede;Avenida Bernardo de Vasconcelos;377;Cachoeirinha;Belo Horizonte;MG;Brasil;31150000;;31;32477024;;31;32477755;ri@localiza.com
16.811.931/0001-00;2020-01-01;2;98075;ALPHAVILLE S.A.;Guilherme de Puppi e Silva;2020-07-20;;Endereço da Sede;Avenida Doutora Ruth Cardoso, 8501;3º andar;Pinheiros;São Paulo;SP;Brasil;05425070;;11;30305114;;;;ri@alphaville.com.br
16.922.038/0001-51;2020-01-01;2;98144;ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.;Guilherme Soares Almeida;2020-08-31;;Endereço da Sede;Avenida Pres. Juscelino Kubitschek, nº 1830 Torre 4;12º Andar;Vila Nova Conceição;São Paulo;SP;Brasil;04543900;;11;31974884;;11;31974884;ri@enjoei.com.br
17.155.730/0001-64;2020-01-01;1;91924;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Antônio Carlos Vélez Braga;2011-03-01;;Endereço da Sede;Avenida Barbacena, 1200;5º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;031;35065024;;031;35065026;velez@cemig.com.br
17.161.241/0001-15;2020-01-01;2;92084;MINASMAQUINAS S.A.;KILDAIRE A. ROCHA GOMES;1991-01-15;;Endereço da Sede;BR 381 - ROD. FERNÃO DIAS, KM 2, Nº 2211;;BANDEIRANTES;Contagem;MG;Brasil;32240090;;031;33691700;;031;33691750;ri@minasmaquinas.com.br
17.184.037/0001-10;2020-01-01;2;94975;BCO MERCANTIL DO BRASIL S.A.;Larissa Araújo Costa;2020-05-04;;Endereço da Sede;RUA RIO DE JANEIRO, 654;14º ANDAR;CENTRO;Belo Horizonte;MG;Brasil;30160912;;031;30576858;;031;30576859;relacoescominvestidores@mercantil.com.br
17.184.037/0001-10;2020-01-01;2;94975;BCO MERCANTIL DO BRASIL S.A.;Renata Campos Teixeira;2018-09-12;2020-05-03;Endereço da Sede;RUA RIO DE JANEIRO, 654;14º ANDAR;CENTRO;Belo Horizonte;MG;Brasil;30160912;;31;30576858;;31;30576285;relacoescominvestidores@mercantil.com.br
17.245.234/0001-00;2020-01-01;1;94013;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Sérgio Gilberto de Oliveira;2015-02-01;;Endereço da Sede;Rua Paraíba, 330;8º Andar;Funcionários;Belo Horizonte;MG;Brasil;30130917;;31;32355025;;31;32355147;ri@cedro.ind.br
17.281.106/0001-03;2020-01-01;1;93459;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Carlos Augusto Botrel Berto;2019-08-05;;Endereço da Sede;Rua Mar de Espanha;525;Santo Antônio;Belo Horizonte;MG;Brasil;30330900;;031;32502015;;031;32502015;ri@copasa.com.br
17.314.329/0001-20;2020-01-01;2;99771;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Luis Felipe Silva Bresaola;2019-04-29;;Endereço da Sede;Avenida Doutora Ruth Cardoso, 4777, 12º andar;conjunto A;Jd Univ. Pinheiros;São Paulo;SP;Brasil;05477902;;5511;30419500;;5511;30343204;ri@internationalmealcompany.com
17.344.597/0001-94;2020-01-01;5;99104;BB SEGURIDADE PARTICIPAÇÕES S.A.;Márcio Hamilton Ferreira;2020-10-31;2020-12-07;Endereço da Sede;Rua Alexandre Dumas, 1671;Térreo, Ala B;Chácara Sto Antônio;São Paulo;SP;Brasil;04717903;;11;42970730;;11;35383882;ri@bbseg.com.br
17.344.597/0001-94;2020-01-01;5;99104;BB SEGURIDADE PARTICIPAÇÕES S.A.;Rafael Augusto Sperendio;2020-12-08;;Endereço da Sede;Rua Alexandre Dumas, 1671;Térreo, Ala B;Chácara Sto Antônio;São Paulo;SP;Brasil;04717903;;11;42970730;;11;35383882;ri@bbseg.com.br
17.346.997/0001-39;2020-01-01;1;95399;COSAN LOGISTICA S.A.;Phillipe Casale;2019-01-01;;Endereço da Sede;Av. Brigadeiro Faria Lima, 4.100;15º Andar, Sala 04;Itaim Bibi;São Paulo;SP;Brasil;04538132;;5511;38979797;;5511;38979798;dep.ri@cosan.com
18.328.118/0001-09;2020-01-01;3;99894;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Diogo Ugayama Bassi;2020-02-18;;Endereço da Sede;Rua Guarantã, 555/587;Sala 1;Pari;São Paulo;SP;Brasil;03035050;;11;34346816;;;;ri@petz.com.br
18.593.815/0001-97;2020-01-01;3;91785;PRINER SERVIÇOS INDUSTRIAIS S.A.;Felipe Fontes;2020-03-02;;Endereço da Sede;Avenida Geremário Dantas 1400, 2º andar;lojas 249 a 267;Freguesia;Rio de Janeiro;RJ;Brasil;22760401;;021;35443100;;021;35443100;ri@priner.com.br
18.593.815/0001-97;2020-01-01;3;91785;PRINER SERVIÇOS INDUSTRIAIS S.A.;Marcelo Gonçalves Costa;2017-03-14;2020-02-01;Endereço da Sede;Avenida Geremário Dantas 1400, 2º andar;lojas 249 a 267;Freguesia;Rio de Janeiro;RJ;Brasil;22760401;;021;35443100;;021;35443100;ri@priner.com.br
19.276.528/0001-16;2020-01-01;1;94746;BCBF Participações S.A.;Glauco Desiderio;2019-05-14;;Endereço da Sede;Avenida Paulista, nº 867, 8º andar;Conjunto 81, Sala A;Bela Vista;São Paulo;SP;Brasil;01311100;;11;31559276;;11;31551766;ribcbf@intermedica.com.br
19.378.769/0001-76;2020-01-01;1;93440;INSTITUTO HERMES PARDINI S.A.;Matheus de Ávila Ferreira Torga;2019-10-01;;Endereço da Sede;Avenida das Nações;2448;Distrito Industrial;Vespasiano;MG;Brasil;33200000;;31;36294609;;;;matheus.torga@grupopardini.com.br
19.526.748/0001-50;2020-01-01;2;99488;CIA INDUSTRIAL CATAGUASES;Stefany Carli de Oliveira;2019-05-16;2020-12-17;Endereço da Sede;Praça José Inácio Peixoto;28;Vila Tereza;Cataguases;MG;Brasil;36772900;;32;34222211;;32;34211382;stefany@cataguases.com.br
19.526.748/0001-50;2020-01-01;2;99488;CIA INDUSTRIAL CATAGUASES;Suellen de Paula Novais;2020-12-18;;Endereço da Sede;Praça José Inácio Peixoto;28;Vila Tereza;Cataguases;MG;Brasil;36772900;;32;34222211;;32;34211382;suellen.novais@cataguases.com.br
19.527.586/0001-75;2020-01-01;1;94306;COMPANHIA ENERGÉTICA SINOP S/A;Vera Lúcia Rett Carreira;2019-11-07;;Endereço da Sede;Avenida dos Flamboyants, 684;;Jardim Botânico;Sinop;MT;Brasil;78556024;;66;35209500;;;;ri@sinopenergia.com.br
19.527.639/0001-58;2020-01-01;3;100121;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S/A;Deborah Coutinho Gil Nunes;2019-09-03;;Endereço da Sede;Avenida Pasteur 110, 6º andar;;Botafogo;Rio de Janeiro;RJ;Brasil;22290040;;21;21229521;;;;deborah.nunes@energisa.com.br
19.642.306/0001-70;2020-01-01;1;92333;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Guilherme Motta Gomes;2019-03-19;2020-04-06;Endereço da Sede;Av. Zila Correa Machado, 5600;-;Bairro Moreninha;Campo Grande;MS;Brasil;79065660;;67;33579100;;67;33579100;cvm.msvia@grupoccr.com.br
19.642.306/0001-70;2020-01-01;1;92333;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Heitor de Souza Pires;2020-04-07;;Endereço da Sede;Av. Zila Correa Machado, 5600;-;Bairro Moreninha;Campo Grande;MS;Brasil;79065660;;67;33579100;;67;33579100;cvm.msvia@grupoccr.com.br
19.688.956/0001-56;2020-01-01;1;93889;BIOTOSCANA INVESTMENTS S.A.;Sr. Claudio Coracini;2017-04-21;;Endereço da Sede;Avenida dos Imarés, nº 401;ID;Indianópolis;São Paulo;SP;Brasil;04085000;;0011;50907233;;011;50907239;ri@grupobiotoscana.com
19.726.048/0001-00;2020-01-01;1;93333;CONCESSIONÁRIA BR-040 S.A.;Nilton Pimentel;2018-05-01;;Endereço da Sede;Avenida Almirante Barroso, nº 52;Sl 801, 3001 e 3002;Centro;Rio de Janeiro;RJ;Brasil;20031000;;021;22111300;;021;22111300;ri@via040.invepar.com.br
19.853.511/0001-84;2020-01-01;1;94525;Notre Dame Intermédica Participações S.A.;Glauco Desiderio;2017-04-25;;Endereço da Sede;Avenida Paulista, 867, 8º andar;Conjunto 82, Sala A;Bela Vista;São Paulo;SP;Brasil;01311100;;11;31559276;;11;31551766;ri@intermedica.com.br
20.247.322/0001-47;2020-01-01;4;99377;Allied Tecnologia S.A.;Luís Gustavo Ferraz Antunes;2020-02-03;;Endereço da Sede;Av. das Nações Unidas, 12995;22º e 23º andares;Brooklin Paulista;São Paulo;SP;Brasil;04578911;;11;55039999;;;;ri@alliedbrasil.com.br
20.258.278/0001-70;2020-01-01;4;92836;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;Kleber Cesar Silveira Gomes;2016-06-27;;Endereço da Sede;Rodovia Anhanguera, SP 330, KM 298, Bloco C, 2º andar;Sala CCS 210;Distrito Industrial;Cravinhos;SP;Brasil;14140000;;16;35182000;;16;35182000;ri@ourofino.com
21.240.146/0001-84;2020-01-01;1;99404;AgroGalaxy Participações S.A.;José Maurício Mora Puliti;2020-12-18;;Endereço da Sede;Avenida Cidade Jardim, 803, 6º andar, conj. 62;sala 3B;Itaim Bibi;São Paulo;SP;Brasil;01453000;;11;955799254;;00;;ri@agrogalaxy.com.br
21.255.567/0001-89;2020-01-01;1;90651;CIA TECIDOS SANTANENSE;João Batista da Cunha Bomfim;2008-04-30;;Endereço da Sede;Avenida paulista 1754;2 sobreloja;Cerqueira César;São Paulo;SP;Brasil;01310200;;11;21454412;;11;21454581;JOAO.BOMFIM@COTEMINAS.COM.BR
21.314.559/0001-66;2020-01-01;2;102880;MOVIDA PARTICIPACOES SA;Banco Bradesco - Hamilton Jose de Brito;2015-12-02;;Endereço da Sede;Cidade de Deus, sem nº, Prédio Amarelo;;Vila Yara;São Paulo;SP;Brasil;06029900;;11;36849441;;11;36843811;4010.acoes@bradesco.com.br
21.314.559/0001-66;2020-01-01;2;102880;MOVIDA PARTICIPACOES SA;Banco Bradesco - Hamilton Jose de Brito;2015-12-02;;Endereço da Sede;Rua Doutor Renato Paes de Barros, 1017;Conjunto 91;Itaim Bibi;São Paulo;SP;Brasil;04530001;;11;31544000;;11;23777836;ri@movida.com.br
21.389.501/0001-81;2020-01-01;2;97272;Compass Gás e Energia S.A.;Rafael Bergman;2020-07-29;;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 4.100;16º andar, Sala 24;Itaim Bibi;São Paulo;SP;Brasil;04538132;;11;38979797;;11;;RI@compassbr.com
21.414.457/0001-12;2020-01-01;3;97936;LEADS CIA. SECURITIZADORA;Antonio Carlos Amâncio;2020-07-28;;Endereço da Sede;RUA IGUATEMI, 192 - 5º ANDAR;CONJUNTO 51;ITAIM BIBI;São Paulo;SP;Brasil;01451010;;11;45504624;;11;45504624;antonio.amancio@impactoservices.com.br
21.414.457/0001-12;2020-01-01;3;97936;LEADS CIA. SECURITIZADORA;Cesar Reginato Ligeiro;2018-07-18;2020-07-27;Endereço da Sede;RUA IGUATEMI, 192 - 5º ANDAR;CONJUNTO 51;ITAIM BIBI;São Paulo;SP;Brasil;01451010;;11;45504624;;11;45504624;cesar@leadsec.com.br
21.610.416/0001-00;2020-01-01;2;93766;FORTUNATO SECURITIZADORA S/A;Sérgio Fortunato;2014-10-29;;Endereço da Sede;Rua Agente Gomes, 258;AP 202;Jardim;São Paulo;SP;Brasil;02040090;;11;23851412;;11;23851412;sergio@fortunatosecuritizadora.com.br
21.948.105/0001-47;2020-01-01;1;99900;BTGI QUARTZO PARTICIPAÇÕES S/A;Edwyn Neves;2015-05-20;;Endereço da Sede;Rua Consolação, 2824;2º andar, Conj.21;Cerqueira Cesar;São Paulo;SP;Brasil;01416001;;11;33832000;;11;33832001;OL-DRI-QUARTZO@btgpactual.com
21.976.484/0001-89;2020-01-01;1;95363;RUGE SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;Sandro Weinfeld Reiss;2018-07-02;;Endereço da Sede;Rua Cardeal Arcoverde, 2.365;7º andar;Pinheiros;São Paulo;SP;Brasil;05407003;;11;33851800;;;;ri@rugesec.com.br
21.976.510/0001-79;2020-01-01;1;99901;BTGI SAFIRA PARTICIPAÇÕES S/A;Edwyn Neves;2015-05-20;;Endereço da Sede;Rua da Consolação, 2825;2o andar, conj. 21;Cerqueira César;São Paulo;SP;Brasil;01416001;;11;33832000;;11;33832001;OL-DRI-Safira@btgpactual.com
22.261.473/0001-85;2020-01-01;2;97559;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Sandra Regina Pereira Alves;2019-06-18;;Endereço da Sede;Avenida Barbacena, 1200,;7° andar;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;31;32651068;;31;32912015;ri@gasmig.com.br
22.266.175/0001-88;2020-01-01;2;97862;FERTILIZANTES HERINGER S.A. - EM RECUPERAÇÃO JUDICIAL;Dalton Carlos Heringer;2019-02-01;;Endereço da Sede;Avenida Irene Karcher, 620;n/a;Betel;Paulínia;SP;Brasil;13148906;;19;33222313;;19;33222200;ri@heringer.com.br
22.495.265/0001-40;2020-01-01;2;98021;SENECA COMPANHIA SECURITIZADORA;Luiz Malucelli Neto;2015-04-15;;Endereço da Sede;R PADRE ANCHIETA;303;MERCES;Curitiba;PR;Brasil;80410030;;41;32536769;;41;32536769;senecacia@gmail.com
22.543.331/0001-00;2020-01-01;5;99362;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Eduardo Costa Oliveira;2020-07-01;;Endereço da Sede;SAUS Quadra 3 Bloco E;3º andar;Asa Sul;Brasília;DF;Brasil;70070030;;61;35216673;;61;35216673;diafi@caixa.gov.br
