CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Especie_Acao;Classe_Acao_Preferencial;Percentual_Tag_Along;Direito_Dividendo;Direito_Voto;Conversibilidade;Descricao_Voto_Restrito;Condicao_Conversibilidade_Efeito_Capital_Social;Direito_Reembolso_Capital;Restricao_Circulacao;Caracteristicas_Reembolso_Capital;Descricao_Restricao_Circulacao;Resgatavel;Hipotese_Resgate_Formula_Calculo;Condicao_Alteracao_Direitos;Outras_Caracteristicas_Relevantes
00.242.184/0001-04;2021-01-01;10;115247;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;Ordinária;;100.000000;Aos acionistas é assegurado o direito ao recebimento do dividendo mínimo obrigatório de 25% do lucro líquido do exercício, diminuídos ou acrescidos as seguintes importâncias: (i) constituição de reserva legal (ii) formação e/ou reversão de reserva para contingências, (iii) reversão da reserva de lucros a realizar formada em exercícios anteriores. Tal distribuição não é obrigatória no exercício em que ela for incompatível com a situação financeira da Companhia. No exercício em que o dividendo obrigatório ultrapassar a parcela realizada do lucro líquido do exercício, a Assembleia Geral poderá, por proposta dos órgãos de administração, destinar o excesso à constituição de reserva de lucros a realizar. Por deliberação Conselho de Administração, a Companhia poderá pagar ou creditar aos acionistas, juros sobre o capital próprio, os quais poderão ser imputados ao valor do dividendo obrigatório previsto no Estatuto Social.;Pleno;N;;;S;N;Qualquer um dos acionistas da Companhia dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se da Companhia, mediante o reembolso do valor de suas ações, com base no valor patrimonial. De acordo com a Lei das Sociedades por Ações, o direito de retirada poderá ser exercido, dentre outras, nas seguintes circunstâncias: (i) cisão da Companhia (ii) redução do dividendo mínimo obrigatório da Companhia (iii) mudança do objeto social da Companhia (iv) fusão ou incorporação da Companhia em outra sociedade e (v) participação da Companhia em um grupo de sociedades.;;S;Cabe a Assembleia Geral da Companhia deliberar sobre as condições de resgate de ações.;Não há previsão no Estatuto Social sobre condições para alteração dos direitos assegurados por tais valores mobiliários. De acordo com a Lei das Sociedades por Ações, nem o estatuto social nem a assembleia geral poderão privar o acionista dos direitos de: (i) participar dos lucros sociais (ii) participar do acervo da Companhia, em caso de liquidação (iii) fiscalizar, na forma prevista nesta Lei, a gestão dos negócios sociais (iv) preferência para a subscrição de ações, partes beneficiárias conversíveis em ações, debêntures conversíveis em ações e bônus de subscrição, observado o disposto nos artigos 171 e 172 da Lei das Sociedades por Ações e (v) retirar-se da sociedade nos casos previstos na referida lei.;A alienação direta ou indireta de controle da Companhia, tanto por meio de uma única operação, quanto por meio de operações sucessivas, deverá ser contratada sob condição de que o adquirente do controle se obrigue a realizar OPA tendo por objeto as ações de emissão da Companhia de titularidade dos demais acionistas, observando as condições e os prazos previstos na legislação e na regulamentação em vigor e no Regulamento do Novo Mercado, de forma a lhes assegurar tratamento igualitário àquele dado ao acionista alienante. Em caso de alienação indireta de controle, o adquirente deve divulgar o valor atribuído à Companhia para os efeitos de definição do preço da OPA, bem como divulgar a demonstração justificada desse valor.
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;Ordinária;;0.000000;Normal;Pleno;N;;;S;N;Normal;;;;Não há previsão.;
00.272.185/0001-93;2021-01-01;2;111834;CIMS S.A.;Preferencial;;0.000000;Prioridade no recebimento do dividendo obrigatório, na forma do art. 17, § 1º, I da Lei nº 6.404/1976.;Sem Direito;N;;;S;N;Normal;;;;Não há previsão.;
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;Ordinária;;0.000000;Os dividendos serão pagos prioritariamente às ações preferenciais até o limite da preferência, sendo, a seguir, pagos aos titulares de ações ordinárias até o mesmo limite das ações preferenciais. O saldo, se houver, será rateado por todas as ações, em igualdade de condições.;Pleno;N;;;N;N;;;;;Deliberação da Assembleia Geral por proposta do acionista majoritário.;Não se aplica
00.336.701/0001-04;2021-01-01;16;115640;TELEC BRASILEIRAS S.A. TELEBRAS;Preferencial;;0.000000;sim;Sem Direito;N;;;S;N;;;;;não se aplica;não se aplica
00.359.742/0001-08;2021-01-01;4;113894;FICTOR ALIMENTOS S.A.;Ordinária;;0.000000;Assistem aos titulares de ações preferenciais:- Prioridade no recebimento do dividendo anual mínimo 25% (vinte e cinco por cento) do lucro líquido, apurado na forma do artigo 202 da Lei 6.404/76.- Participação integral nos resultados da Sociedade em igualdade de condições com as ações ordinárias, abrangendo os lucros remanescentes, bem como a distribuição de novas ações decorrentes de aumentos de capital.;Pleno;N;;;S;N;Assistem aos titulares de ações preferenciais:Prioridade no reembolso do capital, sem prêmio, em caso de liquidação da sociedade.;;;;Não há.;Não há.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;Ordinária;;100.000000;Nos termos do estatuto social, 25% do lucro líquido apurado em cada exercício social é destinado ao pagamento de dividendo obrigatório, exceto no exercício em que tal distribuição for incompatível com a situação financeira do Banco. No exercício em que o dividendo obrigatório, calculado nos termos deste Estatuto Social ou do art. 202 da Lei das Sociedades por Ações, ultrapassar a parcela realizada do lucro líquido do exercício, a Assembleia Geral poderá, por proposta dos órgãos de administração, destinar o excesso à constituição de reserva de lucros a realizar. O Banco poderá, por deliberação do Conselho de Administração, distribuir lucros aos acionistas, a título de juros sobre o capital próprio, dividendos intermediários a partir de balanços intermediários, lucros acumulados ou de reservas de lucros, consoante as disposições legais e regulamentares, os quais poderão ser imputados, total ou parcialmente, aos dividendos obrigatórios do exercício social em que sejam distribuídos.;Pleno;S;;Para implementação do programa de Units previsto no Estatuto Social, os acionistas puderam solicitar, em dois períodos, a conversão de ações preferenciais em ações ordinárias, e ações ordinárias em ações preferenciais, observadas as regras a serem fixadas pelo Conselho de Administração de acordo com o Estatuto Social. O 1o Período de Conversão foi entre os dias 08/07/2019 e 15/07/2019. A Conversão e a Formação/Emissão de Units foram efetivadas após a aprovação, pelo Banco Central, da ata da assembleia geral extraordinária do Banco realizada em 17 de julho de 2019. A efetiva Conversão e a Formação/Emissão de Units na conta de custódia dos investidores foi realizada no dia útil seguinte à referida aprovação pelo Banco Central. O 2o Período de Conversão ocorreu entre os dias 26/08/2019 e 13/09/2019, conforme Programa de Units. A efetiva Conversão de Ações e a Formação/Emissão de Units na conta de custódia dos investidores ocorreu em 18/09/2019.;S;N;Qualquer um dos acionistas do Banco Inter dissidente de certas deliberações tomadas em assembleia geral poderá retirar-se do Banco, mediante o reembolso do valor de suas ações, com base no valor patrimonial. De acordo com a Lei das Sociedades por Ações, o direito de retirada poderá ser exercido, dentre outras, nas seguintes circunstâncias: (i) cisão do Banco (ii) redução do dividendo mínimo obrigatório do Banco (iii) mudança do objeto social do Banco (iv) fusão ou incorporação do Banco em outra sociedade e (v) participação do Banco em um grupo de sociedades;;S;Cabe a Assembleia Geral do Banco deliberar sobre as condições de resgate de ações Fórmula de cálculo do valor de resgate.;Não há previsão no Estatuto Social sobre condições para alteração dos direitos assegurados por tais valores mobiliários. De acordo com a Lei das Sociedades por Ações, nem o estatuto social nem a assembleia geral poderão privar o acionista dos direitos de: (i) participar dos lucros sociais (ii) participar do acervo do Banco, em caso de liquidação (iii) fiscalizar, na forma prevista nesta Lei, a gestão dos negócios sociais (iv) preferência para a subscrição de ações, partes beneficiárias conversíveis em ações, debêntures conversíveis em ações e bônus de subscrição, observado o disposto nos artigos 171 e 172 da Lei das Sociedades por Ações e (v) retirar-se da sociedade nos casos previstos na referida lei.;Direito a participac¸a~o em oferta pu´blica por alienac¸a~o de controle: a alienac¸a~o de controle do Banco, tanto por meio de uma u´nica operac¸a~o, como por meio de operac¸o~es sucessivas, devera´ ser contratada sob a condic¸a~o, suspensiva ou resolutiva, de que o adquirente se obrigue a efetivar oferta pu´blica de aquisic¸a~o das ac¸o~es dos demais acionistas do Banco, observando as condic¸o~es e os prazos previstos na legislac¸a~o vigente, de forma a assegurar-lhes tratamento igualita´rio a`quele dado ao acionista controlador alienante.
00.416.968/0001-01;2021-01-01;24;114143;BANCO INTER S.A.;Preferencial;;100.000000;Nos termos do estatuto social, 25% do lucro líquido apurado em cada exercício social é destinado ao pagamento de dividendo obrigatório, exceto no exercício em que tal distribuição for incompatível com a situação financeira do Banco. No exercício em que o dividendo obrigatório, calculado nos termos deste Estatuto Social ou do art. 202 da Lei das Sociedades por Ações, ultrapassar a parcela realizada do lucro líquido do exercício, a Assembleia Geral poderá, por proposta dos órgãos de administração, destinar o excesso à constituição de reserva de lucros a realizar. O Banco poderá, por deliberação do Conselho de Administração, distribuir lucros aos acionistas, a título de juros sobre o capital próprio, dividendos intermediários a partir de balanços intermediários, lucros acumulados ou de reservas de lucros, consoante as disposições legais e regulamentares, os quais poderão ser imputados, total ou parcialmente, aos dividendos obrigatórios do exercício social em que sejam distribuídos.;Restrito;S;Enquanto estiver em vigor o Contrato de Participação no Nível 2, cada ação preferencial emitida pelo Banco conferirá ao seu titular o direito a voto restrito em Assembleias Gerais, exclusivamente nas seguintes matérias:(i) transformação, incorporação, fusão ou cisão do Banco(ii) aprovação de contratos entre o Banco e os acionistas controladores, diretamente ou por meio de terceiros, assim como de outras sociedades nas quais os acionistas controladores tenham interesse, sempre que, por força de disposição legal ou do Estatuto Social, requeiram sua deliberação em Assembleia Geral(iii) avaliação de bens destinados à integralização de aumento de capital do Banco(iv) escolha de instituição ou empresa especializada para determinação do Valor Econômico do Banco, conforme artigo 47 do Estatuto Social e(v) alteração ou revogação de dispositivos estatutários que alterem ou modifiquem quaisquer das exigências previstas no item 4.1 do Regulamento do Nível 2.;Para implementação do programa de Units previsto no Estatuto Social, os acionistas puderam solicitar, em dois períodos, a conversão de ações preferenciais em ações ordinárias, e de ações ordinárias em ações preferenciais, observadas as regras a serem fixadas pelo Conselho de Administração de acordo com o Estatuto Social. O 1o Período de Conversão foi entre os dias 08/07/2019 e 15/07/2019. A Conversão e a Formação/Emissão de Units foram efetivadas após a aprovação, pelo Banco Central, da ata da assembleia geral extraordinária do Banco realizada em 17 de julho de 2019. A efetiva Conversão e a Formação/Emissão de Units na conta de custódia dos investidores foi realizada no dia útil seguinte à referida aprovação pelo Banco Central. O 2o Período de Conversão ocorreu entre os dias 26/08/2019e 13/09/2019, conforme Programa de Units. A efetiva Conversão de Ações e a Formação/Emissão de Units na conta de custódia dos investidores ocorreu em 18/09/2019.;N;N;;;;;;Direito a participac¸a~o em oferta pu´blica por alienac¸a~o de controle: a Alienação direta ou indireta de Controle do Banco, tanto por meio de uma única operação, como por meio de operações sucessivas, deverá ser contratada sob a condição de que o adquirente do controle se obrigue a realizar oferta pública de aquisição das ações tendo por objeto as ações de emissão do Banco de titularidade dos demais acionistas do Banco, observando as condições e os prazos previstos na legislação, na regulamentação em vigor e no Regulamento do Nível 2, de forma a assegurar-lhes tratamento igualitário àquele dado ao Acionista Controlador Alienante.
00.545.378/0001-70;2021-01-01;2;105553;SERRA AZUL WATER PARK SA;Ordinária;;0.000000;O acionista tem direito a um dividendo mínimo obrigatório de 0,01% do lucro líquido apurado ao final de cada exercício, podendo haver a fixação de dividendos adicionais, cuja determinação fica a cargo da assembleia geral de acionistas.;Pleno;N;;;N;S;;;;;;
00.622.416/0001-41;2021-01-01;12;113936;STATKRAFT ENERGIAS RENOVAVEIS S.A.;Ordinária;;100.000000;De acordo com o nosso Estatuto Social e com a Lei das S.A., é conferido aos titulares de Ações de nossa emissão direito ao recebimento de dividendos ou outras distribuições na proporção de suas participações em nosso capital social. Atualmente nosso Estatuto Social confere aos titulares de nossas Ações um dividendo mínimo obrigatório, em cada exercício social, equivalente a 25% do lucro líquido do referido exercício, pagável no prazo de 60 (sessenta) dias a contar da sua declaração.;Pleno;N;;;S;N;No caso de liquidação, nossos acionistas receberão os pagamentos relativos a reembolso de capital, na proporção de suas participações no capital social, após o pagamento de todas as nossas obrigações.Os acionistas que dissentirem de certas deliberações tomadas em nossa assembleia geral poderão retirar-se, mediante reembolso do valor de suas Ações com base no seu valor patrimonial, nos termos da Lei das S.A. No caso das Ações de nossa emissão (i) terem liquidez, ou seja, integrarem o índice geral da BM&FBOVESPA ou o índice de qualquer outra bolsa, conforme definido pela CVM, e (ii) terem dispersão no mercado, de forma que os acionistas controladores, a sociedade controladora ou outras sociedades sob controle comum detenham menos de 50% das Ações, nossos acionistas não terão direito de retirada.;;;;De acordo com a Lei das S.A., nem o nosso Estatuto Social nem as deliberações tomadas em Assembleia Geral podem privar os acionistas do direito de: (i) participar dos lucros sociais (ii) participar, na hipótese de liquidação da Companhia, da distribuição de quaisquer ativos remanescentes, na proporção de sua participação no capital social (iii) fiscalizar a gestão da Companhia, nos termos previstos na Lei das S.A. (iv) preferência na subscrição de futuros aumentos de capital, exceto em determinadas circunstâncias previstas na Lei das S.A. e (v) retirar-se da Companhia nos casos previstos na Lei das S.A.;Não aplicável.
00.644.907/0001-93;2021-01-01;1;105249;INVESTCO S.A.;Ordinária;;80.000000;Serão destinados ao pagamento de dividendos às ações ordinárias 25% dos lucros líquidos, diminuídos ou acrescidos dos seguintes valores: (a) importância destinada à constituição da reserva legal (b) importância destinada à formação da Reserva para Contingências (artigo 29, "b", do Estatuto Social da Companhia), e reversão da mesma reserva formada em exercícios anteriores e (c) importância decorrente da reversão da Reserva de Lucros a Realizar formada em exercícios anteriores, nos termos do artigo 202, inciso III da Lei nº 6.404/76.;Pleno;N;;;S;S;Observada a prioridade de reembolso de capital concedida às ações preferenciais, nos casos de reembolso de ações previstos em lei, o valor de reembolso corresponderá ao valor do patrimônio líquido contábil das ações, de acordo com o último balanço aprovado pela Assembleia Geral, ou com balanço especial, se for o caso e se solicitado, segundo os critérios de avaliação do ativo e do passivo fixados na legislação societária e os princípios contábeis geralmente aceitos.;As ações detidas pelas acionistas Lajeado Energia, CEB e Paulista Lajeado estão sujeitas a direito de preferência, nos termos do acordo de acionistas descrito no item 15.5. deste Formulário de Referência e, nos termos do §4º do Artigo 118 da Lei das Sociedades, não podem ser negociadas em bolsa ou mercado de balcão.;;;A Companhia não adota critérios para alteração dos direitos assegurados por suas ações além daqueles previstos na Lei das Sociedades por Ações, a qual prescreve que nem o Estatuto Social da Companhia nem as deliberações tomadas em assembleia geral podem privar os acionistas do direito de: (i) participar dos lucros sociais (ii) participar, na hipótese de liquidação da Companhia, da distribuição de quaisquer ativos remanescentes, na proporção de sua participação no capital social (iii) fiscalizar a gestão da Companhia, nos termos previstos na Lei das Sociedades por Ações (iv) preferência na subscrição de futuros aumentos de capital, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações e no Estatuto Social e (v) retirar-se da Companhia nos casos previstos na Lei das Sociedades por Ações.;Não.
00.644.907/0001-93;2021-01-01;1;105249;INVESTCO S.A.;Preferencial;Preferencial Classe A;80.000000;Recebimento de um dividendo anual fixo, cumulativo, de 3% sobre o valor de sua respectiva participação no capital social, sem prejuízo do disposto no artigo 9º do Estatuto Social da Companhia quanto a igualdade de condições em relação as demais classes e espécie de ações, concorrendo em todos os eventos qualificados como de distribuição de resultado, inclusive na capitalização de reservas disponíveis e lucros retidos a qualquer título.;Sem Direito;N;;;S;S;Prioridade no reembolso do capital, em caso de dissolução da sociedade.;As ações de emissão da Companhia não são negociadas em bolsa de valores e/ou mercado de balcão organizado.;S;A sociedade poderá, a qualquer tempo, por deliberação da Assembleia Geral aprovar o resgate de ações, sujeito apenas à aprovação de acionistas que representem a maioria simples, no mínimo, das ações ordinárias. Estas ações serão resgatáveis até o término do contrato de concessão da Companhia, ou seja, até 15 de janeiro de 2033, conforme Comunicado ao mercado de 23 de outubro de 2013.Nos casos de reembolso de ações, o valor de reembolso corresponderá ao valor do patrimônio líquido contábil das ações, de acordo com o último balanço aprovado pela Assembleia Geral, ou com balanço especial, se for o caso e se solicitado, segundo os critérios de avaliação do ativo e do passivo fixados na legislação societária.;A Companhia não adota critérios para alteração dos direitos assegurados por suas ações além daqueles previstos na Lei das Sociedades por Ações, a qual prescreve que nem o Estatuto Social da Companhia nem as deliberações tomadas em assembleia geral podem privar os acionistas do direito de: (i) participar dos lucros sociais (ii) participar, na hipótese de liquidação da Companhia, da distribuição de quaisquer ativos remanescentes, na proporção de sua participação no capital social (iii) fiscalizar a gestão da Companhia, nos termos previstos na Lei das Sociedades por Ações (iv) preferência na subscrição de futuros aumentos de capital, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações e no Estatuto Social e (v) retirar-se da Companhia nos casos previstos na Lei das Sociedades por Ações.;Nos exercícios em que o lucro for insuficiente, os dividendos das ações preferenciais de classe "A" poderão ser pagos à conta de reservas de capital de que trata o inciso V do artigo 200 da Lei nº 6.404/76.As ações preferenciais classe "A" assegurarão aos seus detentores as seguintes vantagens:a) recebimento de dividendos previstos na alínea "b" artigo 8º´do Estatuto Social e de dividendos suplementares caso sejam pagos dividendos maiores a outras classes ou tipos de ações, de modo que a nenhuma outra classe de ações sejam conferidas vantagens patrimoniais superioresb) prioridade no reembolso do capital, em caso de dissolução da sociedadec) igualdade de condições em relação as demais classes e espécie de ações, concorrendo em todos os eventos qualificados como de distribuição de resultado, inclusive na capitalização de reservas disponíveis e lucros retidos a qualquer título.
00.644.907/0001-93;2021-01-01;1;105249;INVESTCO S.A.;Preferencial;Preferencial Classe B;80.000000;Recebimento de um dividendo anual fixo, cumulativo, de 3% sobre o valor de sua respectiva participação no capital social Nos exercícios em que o lucro for insuficiente, os dividendos das ações preferenciais de classe "A", "B" e "C", previstos nesse artigo, poderão ser pagos à conta de reservas de capital de que trata o inciso V do artigo 200 da Lei nº 6.404/76.;Sem Direito;N;;;S;S;Prioridade no reembolso do capital, sem prêmio, em caso de liquidação da sociedade;As ações de emissão da Companhia não são negociadas em bolsa de valores e/ou mercado de balcão organizado.;S;A sociedade poderá, a qualquer tempo, por deliberação da Assembleia Geral aprovar o resgate de ações, sujeito apenas à aprovação de acionistas que representem a maioria simples, no mínimo, das ações ordinárias. Estas ações serão resgatáveis até o término do contrato de concessão da Companhia, ou seja, até 15 de janeiro de 2033, conforme Comunicado ao mercado de 23 de outubro de 2013.Nos casos de reembolso de ações, o valor de reembolso corresponderá ao valor do patrimônio líquido contábil das ações, de acordo com o último balanço aprovado pela Assembleia Geral, ou com balanço especial, se for o caso e se solicitado, segundo os critérios de avaliação do ativo e do passivo fixados na legislação societária.;A Companhia não adota critérios para alteração dos direitos assegurados por suas ações além daqueles previstos na Lei das Sociedades por Ações, a qual prescreve que nem o Estatuto Social da Companhia nem as deliberações tomadas em assembleia geral podem privar os acionistas do direito de: (i) participar dos lucros sociais (ii) participar, na hipótese de liquidação da Companhia, da distribuição de quaisquer ativos remanescentes, na proporção de sua participação no capital social (iii) fiscalizar a gestão da Companhia, nos termos previstos na Lei das Sociedades por Ações (iv) preferência na subscrição de futuros aumentos de capital, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações e no Estatuto Social e (v) retirar-se da Companhia nos casos previstos na Lei das Sociedades por Ações.;Não.
00.644.907/0001-93;2021-01-01;1;105249;INVESTCO S.A.;Preferencial;Preferencial Classe C;80.000000;Recebimento de um dividendo anual fixo, cumulativo, de 3% sobre o valor de sua respectiva participação no capital social, sem prejuízo do disposto no artigo 9º do Estatuto Social da Companhia igualdade de condições em relação as demais classes e espécie de ações, concorrendo em todos os eventos qualificados como de distribuição de resultado, inclusive na capitalização de reservas disponíveis e lucros retidos a qualquer título.;Sem Direito;N;;;S;S;Prioridade no reembolso do capital, em caso de dissolução da sociedade.;As ações de emissão da Companhia não são negociadas em bolsa de valores e/ou mercado de balcão organizado.;S;A sociedade poderá, a qualquer tempo, por deliberação da Assembleia Geral aprovar o resgate de ações, sujeito apenas à aprovação de acionistas que representem a maioria simples, no mínimo, das ações ordinárias. Estas ações serão resgatáveis até o término do contrato de concessão da Companhia, ou seja, até 15 de janeiro de 2033, conforme Comunicado ao mercado de 23 de outubro de 2013.Nos casos de reembolso de ações, o valor de reembolso corresponderá ao valor do patrimônio líquido contábil das ações, de acordo com o último balanço aprovado pela Assembleia Geral, ou com balanço especial, se for o caso e se solicitado, segundo os critérios de avaliação do ativo e do passivo fixados na legislação societária.;A Companhia não adota critérios para alteração dos direitos assegurados por suas ações além daqueles previstos na Lei das Sociedades por Ações, a qual prescreve que nem o Estatuto Social da Companhia nem as deliberações tomadas em assembleia geral podem privar os acionistas do direito de: (i) participar dos lucros sociais (ii) participar, na hipótese de liquidação da Companhia, da distribuição de quaisquer ativos remanescentes, na proporção de sua participação no capital social (iii) fiscalizar a gestão da Companhia, nos termos previstos na Lei das Sociedades por Ações (iv) preferência na subscrição de futuros aumentos de capital, exceto em determinadas circunstâncias previstas na Lei das Sociedades por Ações e no Estatuto Social e (v) retirar-se da Companhia nos casos previstos na Lei das Sociedades por Ações.;Nos exercícios em que o lucro for insuficiente, os dividendos das ações preferenciais de classe "C", poderão ser pagos à conta de reservas de capital de que trata o inciso V do artigo 200 da Lei nº 6.404/76.As ações preferenciais classe classe "C" assegurarão aos seus detentores as seguintes vantagens:a) recebimento de dividendos previstos na alínea "b" artigo 8º, do Estatuto Social, e de dividendos suplementares caso sejam pagos dividendos maiores a outras classes ou tipos de ações, de modo que a nenhuma outra classe de ações sejam conferidas vantagens patrimoniais superioresb) prioridade no reembolso do capital, em caso de dissolução da sociedadec) igualdade de condições em relação as demais classes e espécie de ações, concorrendo em todos os eventos qualificados como de distribuição de resultado, inclusive na capitalização de reservas disponíveis e lucros retidos a qualquer título.
